../Examples/images/KR2_2014_subset
Image 0, Image 1, Average xyz velocity, Features tracked , Average px velocity, Homography RMS Error, SNR
KR2_140508_120000.JPG,KR2_140509_120000.JPG,nan,10719,5.96027621879,0.376121656358,0.0631047358463
KR2_140509_120000.JPG,KR2_140510_120000.JPG,2.28397061374,16679,5.68893828765,0.467462740292,0.0821704712999
KR2_140510_120000.JPG,KR2_140512_123000.JPG,3.90040336241,12683,9.76100388667,0.693678969089,0.0710663551764
KR2_140512_123000.JPG,KR2_140513_120000.JPG,1.46891561105,4570,4.28860426516,0.53273060247,0.124220042124
KR2_140513_120000.JPG,KR2_140515_120000.JPG,nan,18069,7.3961602967,0.560036943792,0.0757199575626
