Image 0,Image 1,"Homography Matrix[0,0]","[0,1]","[0,2]","[1,0]","[1,1]","[1,2]","[2,0]","[2,1]","[2,2]",Features Tracked,xmean,ymean,xsd,ysd,Mean Error Magnitude,Mean Homographic displacement,Homography SNR
QAS_20200904.CR2,QAS_20200915.CR2,1.0046609984803503,0.0006063781566906699,-0.9643391475805531,0.001599397552547482,1.0052894628523115,-7.264306396384489,7.22945333176082e-07,1.1736823177211732e-06,1.0,1413,0.025377766735942765,-0.09019702202102829,1.4496571014573452,0.8581603788308118,1.2656303959026278,1.948077504140476,0.7449065755981528
QAS_20200915.CR2,QAS_20210716.CR2,0.11341873803004512,-0.6931858289066536,1292.5870432150866,-0.15935891747469327,-0.18242544030692634,952.5141431435177,-0.00011002654271058221,-0.0003624003963517682,1.0,9,-119.97519204304662,1.7800040835883364,224.590013074896,6.979820225147253,120.62733914916554,134.08231186165162,0.2863699524155341
QAS_20210716.CR2,QAS_20210729.CR2,0.9884182571927719,-0.002698920388158978,4.380955933011755,-0.001251107893282589,0.9796650486068751,16.08686613707009,-9.091745838009071e-07,-7.221219671697453e-06,1.0,1500,-0.20558926137017539,-0.20058522924576663,2.5961418820542734,1.6923394111839236,1.6945981002094657,2.440645082919618,0.6134178296292524
QAS_20210729.CR2,QAS_20210813.CR2,1.0093975603129184,-3.98809021548248e-05,5.028104551311664,0.003662291809809318,1.01417877068787,-16.573851366694868,1.6410262738973058e-06,2.8579320382415765e-06,1.0,199,-0.8185566699011254,0.21544294942040138,6.961293155275456,6.430373524817293,5.436411665941027,5.524317709174208,1.0728025097501106
