Image 0, Image 1, Average xyz velocity, Features tracked, Average px velocity, Homography RMS Error, SNR
KR2_140508_120000.JPG,KR2_140509_120000.JPG,2.936952058784716,10827,5.811503457602087,0.3461133936572935,0.05955660117598984
KR2_140509_120000.JPG,KR2_140510_120000.JPG,2.547576186685001,16684,5.781407831122967,0.4336659801509662,0.07501044603987607
KR2_140510_120000.JPG,KR2_140512_123000.JPG,5.0583257094851,12695,9.876840907209841,0.6901522695751887,0.06987581110792168
KR2_140512_123000.JPG,KR2_140513_120000.JPG,2.5811118024149833,6730,5.302534694431636,0.5747739418093282,0.10839607375184493
