,key_0,choice,path,maxsum,lineloc,ING Stage DCP-raw,stage_filtered
65,6/16/2021 3:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210616_030000.jpg,306,346,,
66,6/16/2021 6:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210616_060000.jpg,306,346,0.0579,
67,6/16/2021 9:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210616_090000.jpg,302,342,0.0579,
68,6/16/2021 12:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210616_120000.jpg,302,342,,
69,6/16/2021 15:00,,,,,0.0579,
70,6/16/2021 18:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210616_180000.jpg,306,346,,
71,6/16/2021 21:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210616_210000.jpg,305,345,0.0579,
72,6/17/2021 0:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210617_000000.jpg,305,345,,
73,6/17/2021 3:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210617_030000.jpg,313,353,,
74,6/17/2021 6:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210617_060000.jpg,305,345,,
75,6/17/2021 9:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210617_090000.jpg,306,346,,
76,6/17/2021 12:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210617_120000.jpg,305,345,,
77,6/17/2021 15:00,,,,,0.0549,
78,6/17/2021 18:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210617_180000.jpg,304,344,0.0549,
79,6/17/2021 21:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210617_210000.jpg,303,343,0.0549,
80,6/18/2021 0:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210618_000000.jpg,303,343,,
81,6/18/2021 3:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210618_030000.jpg,305,345,0.0549,
82,6/18/2021 6:00,2,C:///Users/sgoldst3/Inglefield/PyTrx/Seth_Examples/Inglefield_Data/INGLEFIELD_CAM/2021\INGLEFIELD_CAM_StarDot1_20210618_060000.jpg,301,341,0.0549,
