key_0,lineloc,stage_filtered,z,underwater,z_normalized,nice_datetimes
2021-06-08 00:00:00,430.0,,311.6937179130596,0.0,-3.2517622329849587,Jun 08
2021-06-08 03:00:00,430.0,,311.6937179130596,0.0,-3.2517622329849587,Jun 08
2021-06-08 06:00:00,425.0,,311.930759730932,0.0,-3.0147204151125493,Jun 08
2021-06-08 09:00:00,425.0,,311.930759730932,0.0,-3.0147204151125493,Jun 08
2021-06-08 12:00:00,430.0,,311.6937179130596,0.0,-3.2517622329849587,Jun 08
2021-06-08 15:00:00,,,,,,Jun 08
2021-06-08 18:00:00,430.0,,311.6937179130596,0.0,-3.2517622329849587,Jun 08
2021-06-08 21:00:00,410.0,,312.6418851845492,0.0,-2.303594961495321,Jun 08
2021-06-09 00:00:00,415.0,,312.4048433666768,0.0,-2.5406367793677305,Jun 09
2021-06-09 03:00:00,415.0,,312.4048433666768,0.0,-2.5406367793677305,Jun 09
2021-06-09 06:00:00,408.0,,312.73670191169816,0.0,-2.2087782343463687,Jun 09
2021-06-09 09:00:00,410.0,,312.6418851845492,0.0,-2.303594961495321,Jun 09
2021-06-09 12:00:00,410.0,,312.6418851845492,0.0,-2.303594961495321,Jun 09
2021-06-09 15:00:00,,,,,,Jun 09
2021-06-09 18:00:00,405.0,,312.8789270024216,0.0,-2.0665531436229116,Jun 09
2021-06-09 21:00:00,,,,,,Jun 09
2021-06-10 00:00:00,,,,,,Jun 10
2021-06-10 03:00:00,,,,,,Jun 10
2021-06-10 06:00:00,,,,,,Jun 10
2021-06-10 09:00:00,,,,,,Jun 10
2021-06-10 12:00:00,,,,,,Jun 10
2021-06-10 15:00:00,,,,,,Jun 10
2021-06-10 18:00:00,,,,,,Jun 10
2021-06-10 21:00:00,,,,,,Jun 10
2021-06-11 00:00:00,,,,,,Jun 11
2021-06-11 03:00:00,,,,,,Jun 11
2021-06-11 06:00:00,,,,,,Jun 11
2021-06-11 09:00:00,,,,,,Jun 11
2021-06-11 12:00:00,,,,,,Jun 11
2021-06-11 15:00:00,,,,,,Jun 11
2021-06-11 18:00:00,390.0,,313.59005245603885,0.0,-1.3554276900056834,Jun 11
2021-06-11 21:00:00,395.0,,313.35301063816644,0.0,-1.5924695078780928,Jun 11
2021-06-12 00:00:00,390.0,,313.59005245603885,0.0,-1.3554276900056834,Jun 12
2021-06-12 03:00:00,385.0,,313.82709427391126,0.0,-1.118385872133274,Jun 12
2021-06-12 06:00:00,385.0,,313.82709427391126,0.0,-1.118385872133274,Jun 12
2021-06-12 09:00:00,364.0,,314.82266990897534,0.0,-0.12281023706918859,Jun 12
