Image, UV length, XYZ length 
TU1_150819_180000.JPG,5828.03870003866,2781.3373008236817
TU1_150820_180000.JPG,5437.808453219499,2638.8947295858484
TU1_150821_105000.JPG,5806.045997680336,2814.6178532660256
TU1_150823_180000.JPG,5305.314902467892,2565.4812917093072
