Image,UV area,XYZ area 
KR3_140625_183000.JPG,16650.0,32284.72309945908
KR3_140626_190000.JPG,18546.0,36075.04586938111
KR3_140627_213000.JPG,21433.0,38658.12564325199
KR3_140628_193000.JPG,3307.5,6192.716380105048
