x	y	z
553251.147476	8710088.63566	0.0
554563.741584	8708904.81666	0.0
554121.810617	8709158.94	0.0
553827.553561	8709372.30593	0.0
553762.859977	8709435.32137	0.0
553746.588961	8709439.28054	0.0
554359.275008	8708800.33319	0.0
554618.686432	8708682.81879	4.0678206262
554624.545778	8708685.51875	2.12956827308
553617.330663	8709710.43503	0.0
553052.192993	8710226.5589	0.0
552980.656292	8710218.49655	0.0
552961.189662	8710229.23173	0.0
552974.405102	8710225.28483	0.0
553047.016996	8710231.79313	0.0
553011.387282	8710217.40507	0.0
553083.357389	8710225.67863	0.0
553703.295581	8709519.48987	0.0
553039.6374	8710209.56253	0.0
553063.607045	8710208.4031	0.0
554547.351185	8708554.70237	12.818269001
553505.718044	8710001.83862	0.0
553753.25796	8709501.4771	0.0
553506.376442	8709845.67879	0.0
553889.515118	8709313.57835	0.0
554139.6489	8709125.28797	0.0
554296.273163	8709080.754	0.0
554377.243074	8708885.55769	0.0
553457.965778	8709947.885	0.0
554532.576029	8708640.25246	0.0
553297.21486	8710081.30904	0.0
553232.809075	8710091.10797	0.0
553255.216522	8710087.2584	0.0
553384.869477	8710069.21877	0.0
553710.826492	8709509.84663	0.0
553768.049615	8709486.2915	0.0
554367.935503	8708912.97734	0.0
554584.505534	8708819.9369	0.0
553250.283433	8710089.08097	0.0
552690.702468	8710306.00184	0.0
553237.224899	8710090.54284	0.0
552808.856912	8710269.88244	0.0
552815.478145	8710269.04738	0.0
552788.66839	8710273.67059	0.0
552866.672251	8710260.33428	0.0
552809.287308	8710270.55661	0.0
553217.948827	8710093.34489	0.0
552939.731422	8710232.98902	0.0
553843.154414	8709330.82514	0.0
554088.036438	8709137.09362	0.0
553836.682852	8709333.73535	0.0
554098.085838	8709134.4069	0.0
553862.900637	8709323.18864	0.0
554095.55897	8709135.08301	0.0
554117.274043	8709125.25125	0.0
554114.72774	8709125.93426	0.0
553214.473933	8710094.09384	0.0
554101.252253	8709133.26731	0.0
554126.740344	8709118.05163	0.0
552876.855752	8710262.99282	0.0
554086.878139	8709139.18327	0.0
554089.515763	8709137.96339	0.0
554100.478625	8709132.67268	0.0
554091.223841	8709136.99189	0.0
554080.613036	8709141.51548	0.0
554132.82843	8709114.89963	0.0
554123.460404	8709119.59542	0.0
554098.977654	8709132.70508	0.0
553821.359157	8709340.66116	0.0
553026.936044	8710191.84638	0.0
554107.180688	8709129.41911	0.0
554146.902258	8709108.40275	0.0
554111.832114	8709127.40246	0.0
553857.187532	8709324.69888	0.0
554145.382544	8709109.33418	0.0
554143.724378	8709109.78468	0.0
554113.161897	8709126.02091	0.0
554147.04071	8709108.88369	0.0
554082.79235	8709140.52454	0.0
552813.477363	8710268.85448	0.0
554109.887853	8709127.80163	0.0
554108.502322	8709129.23468	0.0
553114.924658	8710148.84193	0.0
554519.675224	8708938.11865	0.0
554099.796549	8709133.48583	0.0
554583.448554	8708915.17602	0.0
554090.050846	8709137.46725	0.0
554149.323742	8709107.37913	0.0
553752.164266	8709481.92654	0.0
554089.618824	8709137.01244	0.0
554144.144322	8709109.83835	0.0
554156.393589	8709107.02294	0.0
553830.379713	8709338.36933	0.0
554092.136508	8709135.74791	0.0
554040.560145	8709183.50757	0.0
553042.225491	8710185.16662	0.0
553125.231543	8710144.61574	0.0
553548.496748	8709682.39075	0.0
552906.614541	8710257.01129	0.0
554223.403327	8709068.11173	0.0
554130.207942	8709117.62989	0.0
554549.932587	8708913.95077	0.0
554131.014992	8709115.2337	0.0
554072.932596	8709149.62745	0.0
553853.832471	8709325.82687	0.0
554245.233699	8709058.36784	0.0
553208.447569	8710095.0103	0.0
553063.809754	8710207.93884	0.0
553607.871067	8709605.22828	0.0
554055.082472	8709169.87373	0.0
553015.626379	8710200.87203	0.0
553016.87382	8710200.12891	0.0
554175.81199	8709116.82157	0.0
554146.001663	8709108.05643	0.0
554016.650739	8709287.2935	0.0
553837.549611	8709336.39706	0.0
554055.259032	8709174.26283	0.0
554303.391298	8708991.15207	0.0
553922.556166	8709295.62904	0.0
553617.573904	8709588.12265	0.0
553371.724918	8710023.33233	0.0
553176.287159	8710100.85128	0.0
554137.640032	8709112.76282	0.0
553777.370222	8709765.09064	0.0
552988.744787	8710213.52155	0.0
553009.048722	8710197.86034	0.0
553262.308593	8710079.01165	0.0
553444.099198	8710059.73308	0.0
553377.081897	8710078.98083	0.0
553218.551779	8710093.62341	0.0
553345.96395	8710066.27162	0.0
553196.214915	8710097.18992	0.0
554137.731343	8709113.08005	0.0
553297.796489	8710070.80464	0.0
553460.720986	8710049.36685	0.0
553591.478827	8709828.09628	0.0
553585.462623	8709807.95913	0.0
553850.401661	8709332.99158	0.0
553883.797905	8709318.79383	0.0
554295.818949	8709007.80277	0.0
553188.804232	8710098.02611	0.0
552817.684876	8710268.59415	0.0
552867.688296	8710262.85013	0.0
554344.505272	8708796.23975	0.0
553291.224139	8710079.18221	0.0
554105.313136	8709152.29638	0.0
552786.616657	8710264.82345	0.0
554104.956152	8709152.81011	0.0
552818.7468	8710268.2528	0.0
554161.10638	8709114.24805	0.0
554160.101709	8709102.60165	0.0
554166.525036	8709099.24897	0.0
553420.166674	8710010.80381	0.0
552812.935819	8710269.4902	0.0
553021.737452	8710202.57682	0.0
553744.452263	8709481.53604	0.0
554106.578075	8709129.69987	0.0
553406.986093	8710005.51762	0.0
552782.171933	8710275.80235	0.0
553858.853056	8709323.83823	0.0
554486.008223	8708658.38664	0.0
553835.159264	8709334.15367	0.0
553197.137304	8710097.0542	0.0
554331.13652	8709027.09101	0.0
554342.966631	8709019.76114	0.0
554373.633599	8709005.65908	0.0
553187.252526	8710099.32438	0.0
553032.96398	8710196.81783	0.0
554318.47754	8708849.63564	0.0
553840.749832	8709343.90242	0.0
553866.685062	8709320.48087	0.0
554429.483911	8708644.23934	0.0
554376.764462	8708755.75688	0.0
553880.001779	8709315.3237	0.0
553838.861109	8709337.56544	0.0
553864.114493	8709321.04518	0.0
553545.740651	8709827.70218	0.0
553849.142152	8709327.34118	0.0
554429.80348	8708686.72021	0.0
554575.240913	8708730.86773	0.0
554031.121126	8709259.68439	0.0
553985.132554	8709274.06422	0.0
553997.514134	8709293.0477	0.0
553890.095015	8709331.15294	0.0
553807.656069	8709359.94924	0.0
554376.69929	8708713.05007	0.0
554382.592626	8708713.10158	0.0
554333.815817	8708838.53411	0.0
553906.513139	8709303.8817	0.0
553931.609037	8709297.96396	0.0
553842.996997	8709335.96995	0.0
553969.376174	8709284.50096	0.0
553615.675261	8709595.77491	0.0
554348.887955	8708890.4029	0.0
554153.67395	8709105.49598	0.0
554372.270908	8708720.39135	0.0
554401.575119	8708735.86312	0.0
553743.529987	8709437.15173	0.0
553988.881798	8709276.5078	0.0
554385.750724	8708687.85648	0.0
553670.461743	8709811.77709	0.0
554015.540917	8709265.83109	0.0
554160.035595	8709103.14488	0.0
552847.815937	8710264.62992	0.0
554167.252741	8709099.11391	0.0
553178.070247	8710133.32491	0.0
554424.738102	8708637.70183	0.0
553768.78597	8709760.47915	0.0
553319.873624	8710055.51811	0.0
553407.253088	8710045.58541	0.0
552937.10931	8710234.20467	0.0
553457.069505	8710023.78168	0.0
553448.397197	8710024.01658	0.0
553286.754026	8710077.48433	0.0
552968.171616	8710240.3962	0.0
553016.904706	8710204.07066	0.0
554344.083632	8708997.66813	0.0
553023.024593	8710199.01099	0.0
553680.479501	8709880.07797	0.0
553206.745829	8710095.36513	0.0
553365.389582	8710073.75542	0.0
554277.143587	8709022.29153	0.0
554629.418235	8708702.21613	10.1746426831
552908.515701	8710252.80097	0.0
554145.688155	8709111.90586	0.0
553732.28382	8709850.24714	0.0
553343.275539	8710042.28615	0.0
553814.16807	8709357.51151	0.0
553321.410912	8710061.29987	0.0
553561.364245	8709854.5801	0.0
554312.093598	8709036.97545	0.0
553515.571397	8709929.31462	0.0
554535.056315	8708583.44557	0.0
553556.982414	8709926.78456	0.0
553022.401245	8710204.89164	0.0
554400.866571	8708613.14284	0.0
554158.411652	8709105.36452	0.0
553001.175279	8710210.94403	0.0
553263.933929	8710086.39562	0.0
553088.947128	8710208.61592	0.0
553095.441248	8710206.90071	0.0
553735.626999	8709857.47144	0.0
553909.062018	8709444.02353	0.0
553274.352336	8710084.06686	0.0
553403.10274	8710080.06279	0.0
553657.808851	8709861.60725	0.0
554231.986034	8709074.20849	0.0
553760.214172	8709758.49081	0.0
553963.358227	8709223.96056	0.0
553381.934282	8710021.51549	0.0
552822.376697	8710268.00471	0.0
554319.995566	8709062.67281	0.0
553228.606465	8710091.88174	0.0
554448.655004	8708584.89241	0.0
553212.550652	8710094.72314	0.0
554346.239317	8709020.99632	0.0
554058.283648	8709176.3296	0.0
552938.510141	8710240.29653	0.0
553830.133997	8709340.40036	0.0
554168.206058	8709099.28229	0.0
554323.562333	8709029.39281	0.0
553202.424144	8710095.92135	0.0
553385.530754	8710019.43195	0.0
553860.696814	8709328.7554	0.0
552806.344452	8710271.18475	0.0
552798.743345	8710271.18905	0.0
553185.157887	8710099.15197	0.0
553205.599025	8710095.43393	0.0
553358.036291	8710079.60078	0.0
553121.73409	8710150.34398	0.0
553046.939843	8710185.14641	0.0
554185.583668	8709091.48926	0.0
553058.829921	8710191.10009	0.0
553202.645161	8710097.59248	0.0
553203.806643	8710097.74942	0.0
554149.555887	8709110.04107	0.0
553204.31058	8710097.65505	0.0
553289.151904	8710089.80288	0.0
553198.811038	8710098.25194	0.0
553237.193621	8710093.29009	0.0
554567.052549	8708821.55219	0.0
553217.588425	8710092.41934	0.0
554180.57887	8709093.28888	0.0
554205.092268	8709084.99127	0.0
553041.278778	8710200.90404	0.0
553073.738373	8710188.80559	0.0
554188.477518	8709092.3967	0.0
553516.196584	8710000.46206	0.0
554388.614907	8708707.86902	0.0
