Image,UV area,XYZ area 
KR1_140705_160000.JPG,1379883.5,291446.514138
KR1_140705_180000.JPG,646414.0,144069.465806
KR1_140705_200000.JPG,475426.5,113095.062619
KR1_140705_220000.JPG,138725.0,47132.7933264
